径山藏经编码,如是经编码,CBETA经编码,标点类型,标点来源
JS_2155,RS_3160,JB485,新式標點,CBETA提供新式標點
JS_2156,RS_3163,JB486,新式標點,高萌大德提供新式標點
JS_2157,RS_3168,JB488,新式標點,CBETA提供新式標點
JS_2158,RS_3470,JB490,新式標點,高萌大德提供新式標點
JS_2159,RS_3918,JB480,新式標點,CBETA提供新式標點
JS_2160,RS_3438,JB477,新式標點,CBETA提供新式標點
JS_2161,RS_3555,X1260,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2162,RS_3303,,,
JS_2163,RS_3497,,,
JS_2164,RS_3519,,,
JS_2165,RS_3394,,,
JS_2166,RS_3486,,,
JS_2167,RS_3264,,,
JS_2168,RS_3055,X1280,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2169,RS_3397,,,
JS_2170,RS_3255,JB184,新式標點,陳伯勳大德提供新式標點
JS_2171,RS_3327,,,
JS_2172,RS_3398,,,
JS_2173,RS_3427,,,
JS_2174,RS_3501,,,
JS_2175,RS_3399,,,
JS_2176,RS_3400,,,
JS_2177,RS_3726,X1585,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2178,RS_3727,,,
JS_2179,RS_3794,GA0032,新式標點,法鼓文理學院、中華佛學研究所之「中國佛教寺廟志數位典藏」專案提供
JS_2180,RS_3391,JB232,新式標點,李明芳大德提供新式標點
JS_2181,RS_3390,JB231,新式標點,CBETA提供新式標點
JS_2182,RS_3396,,,
JS_2183,RS_3403,,,
JS_2184,RS_3424,,,
JS_2185,RS_3426,,,
JS_2186,RS_3433,,,
JS_2187,RS_3251z,,,
JS_2188,RS_3722,X1578,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2189,RS_3401,,,
JS_2190,RS_3402,,,
JS_2191,RS_3341,,,
JS_2192,RS_3471,,,
JS_2193,RS_3392,,,
JS_2194,RS_3431,,,
JS_2195,RS_3733,,,
JS_2196,RS_3520,,,
JS_2197,RS_3141,X1367,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2198,RS_3736,,,
JS_2199,RS_3432,,,
JS_2200,RS_3333,,,
JS_2201,RS_3318,,,
JS_2202,RS_3295,,,
JS_2203,RS_3229,,,
JS_2204,RS_2471,X0826,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2205,RS_3256,JB267,新式標點,CBETA提供新式標點
JS_2206,RS_3257,JB268,新式標點,CBETA提供新式標點
JS_2207,RS_3257c,JB268,新式標點,CBETA提供新式標點
JS_2208,RS_3257d,JB268,新式標點,CBETA提供新式標點
JS_2209,RS_3410,JB494,新式標點,CBETA提供新式標點
JS_2210,RS_3518,JB497,新式標點,CBETA提供新式標點
JS_2211,RS_3224,JB492,新式標點,高萌大德提供新式標點
JS_2212,RS_2984,JB495,新式標點,李明芳大德提供新式標點
JS_2213,RS_3573,JB181,新式標點,黃金愛大德提供新式標點
JS_2214,RS_3459,X1435,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2215,RS_2752,JB260,新式標點,李明芳大德提供新式標點
JS_2216,RS_3466,JB312,新式標點,CBETA提供新式標點
JS_2217,RS_3444,JB493,新式標點,高萌大德提供新式標點
JS_2218,RS_3463,,,
JS_2219,RS_2057,,,
JS_2220,RS_2223,,,
JS_2221,RS_2172,X0326,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2222,RS_3548,X1296,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2223,RS_3273,,,
JS_2224,RS_2779,T1915,新式標點,中華佛教百科文獻基金會提供新式標點
JS_2225,RS_2581,X0880,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2226,RS_3268,,,
JS_2227,RS_3395,,,
JS_2228,RS_3004,T2013,原書標點,北美某大德提供
JS_2229,RS_3771,,,
JS_2230,RS_3420,JB473,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2231,RS_3167,JB487,新式標點,CBETA提供新式標點
JS_2232,RS_3159,JB484,新式標點,高萌大德提供新式標點
JS_2233,RS_3933,JB481,新式標點,CBETA提供新式標點
JS_2234,RS_3437,,,
JS_2235,RS_3521,,,
JS_2236,RS_3393,,,
JS_2237,RS_3443,,,
JS_2238,RS_2220,,,
JS_2239,RS_2727,X1120,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2240,RS_3926,JB277,新式標點,李明芳大德提供新式標點
JS_2241,RS_0614b,T0446b,新式標點,釋常諦法師提供新式標點
JS_2242,RS_0614e,T0447b,新式標點,釋常諦法師提供新式標點
JS_2243,RS_0614g,T0448b,新式標點,釋常諦法師提供新式標點
JS_2244,RS_2293,X0367,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2245,RS_2641,T1884,原書標點,北美某大德提供
JS_2246,RS_4880,,,
JS_2247,RS_4881,,,
JS_2248,RS_4882,,,
JS_2249,RS_1360,JB047,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2250,RS_3871,X1490,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2251,RS_2942,X1176,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2252,RS_3556,X1297,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2253,RS_3559,X1278,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2254,RS_4883,,,
JS_2255,RS_3556,X1297,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2256,RS_3041,JB129,新式標點,陳伯勳大德提供新式標點
JS_2257,RS_3447,,,
JS_2258,RS_4884,,,
JS_2259,RS_4885,,,
JS_2260,RS_4886,,,
JS_2261,RS_4887,,,
JS_2262,RS_4888,,,
JS_2263,RS_4889,,,
JS_2264,RS_4890,,,
JS_2265,RS_4891,,,
JS_2266,RS_4892,,,
JS_2267,RS_4893,,,
JS_2268,RS_4894,,,
JS_2269,RS_4895,,,
JS_2270,RS_4896,,,
JS_2271,RS_4897,,,
JS_2272,RS_4898,,,
JS_2273,RS_4899,,,
JS_2274,RS_4900,,,
JS_2275,RS_4901,,,
JS_2276,RS_4902,,,
JS_2277,RS_4903,,,
JS_2278,RS_4904,,,
JS_2279,RS_4905,,,
JS_2280,RS_3411,JB390,新式標點,CBETA提供新式標點
JS_2281,RS_4906,,,
JS_2282,RS_4907,,,
JS_2283,RS_4908,,,
JS_2284,RS_3345,JB427,新式標點,CBETA提供新式標點
JS_2285,RS_3298,JB448,新式標點,CBETA提供新式標點
JS_2286,RS_4909,,,
JS_2287,RS_4910,,,
JS_2288,RS_4911,,,
JS_2289,RS_4912,,,
JS_2290,RS_4913,,,
JS_2291,RS_4914,,,
JS_2292,RS_4915,,,
JS_2293,RS_4916,,,
JS_2294,RS_4917,,,
JS_2295,RS_4918,,,
JS_2296,RS_4919,,,
JS_2297,RS_4920,,,
JS_2298,RS_4921,,,
JS_2299,RS_4922,,,
JS_2300,RS_4923,,,
JS_2301,RS_4924,,,
JS_2302,RS_3398,,,
JS_2303,RS_4925,,,
JS_2304,RS_3358,JB355,新式標點,黃金愛大德提供新式標點
JS_2305,RS_3290,JB342,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2306,RS_3280b,JB340,新式標點,陳伯勳大德提供新式標點
JS_2307,RS_3238,JA158,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2308,RS_3315,JB203,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2309,RS_3305,JB187,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2310,RS_4926,,,
JS_2311,RS_4927,,,
JS_2312,RS_4928,,,
JS_2313,RS_4929,,,
JS_2314,RS_4930,,,
JS_2315,RS_4931,,,
JS_2316,RS_4932,,,
JS_2317,RS_4933,,,
JS_2318,RS_4934,,,
JS_2319,RS_4935,,,
JS_2320,RS_4936,,,
JS_2321,RS_4937,,,
JS_2322,RS_4938,,,
JS_2323,RS_4939,,,
JS_2324,RS_3147,JB241,新式標點,CBETA提供新式標點
JS_2325,RS_3145,JB239,新式標點,CBETA提供新式標點
JS_2326,RS_3741,X1601,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2327,RS_3080,X1335,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2328,RS_4940,,,
JS_2329,RS_4941,GA0032,新式標點,法鼓文理學院、中華佛學研究所之「中國佛教寺廟志數位典藏」專案提供
JS_2330,RS_3995,P1610,原書標點,CBETA人工輸入（版本二）
JS_2331,RS_4942,,,
JS_2332,RS_4943,,,
