汉字	max综合类型	max综合正字	min综合类型	min综合正字
䏾	2	䏺&䏾	1	䏺
䏿	0	䏿	0	䏿
䐀	0	䐀	0	䐀
䐁	0	䐁	0	䐁
䐂	0	䐂	0	䐂
䐃	0	䐃	0	䐃
䐄	0	䐄	0	䐄
䐅	0	䐅	0	䐅
䐇	2	䐇&吻&脣&𦟕	3	吻&脣&𦟕
䐈	2	膱&䐈	2	膱&䐈
䐉	0	䐉	0	䐉
䐊	2	䖵&䐊	2	䖵&䐊
䐋	2	䐋&𦝰	0	䐋
䐌	1	腆	1	腆
䐍	3	脰&䐢	1	䐢
䐎	0	䐎	0	䐎
䐏	0	䐏	0	䐏
䐐	0	䐐	0	䐐
䐑	0	䐑	0	䐑
䐒	2	䐒&𦠏	2	䐒&𦠏
䐓	2	脜&䐓	2	脜&䐓
䐔	0	䐔	0	䐔
䐕	2	䐕&𦠾	2	䐕&𦠾
䐖	1	㕧	1	㕧
䐗	3	肚&豬	3	肚&豬
䐘	0	䐘	0	䐘
䐙	2	膈&䐙	1	膈
䐚	0	䐚	0	䐚
䐛	2	㿴&䐛	1	㿴
䐜	0	䐜	0	䐜
䐝	0	䐝	0	䐝
䐞	0	䐞	0	䐞
䐟	0	䐟	0	䐟
䐠	2	㬻&䐠	0	䐠
䐡	1	臍	1	臍
䐢	0	䐢	0	䐢
䐣	0	䐣	0	䐣
䐤	0	䐤	0	䐤
䐥	2	𦞡&䐥	2	𦞡&䐥
䐦	0	䐦	0	䐦
䐧	2	犒&膏&䐧	2	犒&膏&䐧
䐨	0	䐨	0	䐨
䐩	0	䐩	0	䐩
䐪	1	臇	3	
䐫	0	䐫	0	䐫
䐬	0	䐬	0	䐬
䐭	3	㿃&腣	3	㿃&腣
䐮	0	䐮	0	䐮
䐯	2	腂&䐯	2	腂&䐯
䐰	3	羞&饈	1	饈
䐱	0	䐱	0	䐱
䐲	0	䐲	0	䐲
䐳	1	穌	1	穌
䐴	0	䐴	0	䐴
䐵	0	䐵	0	䐵
䐶	0	䐶	0	䐶
䐷	0	䐷	0	䐷
䐸	2	膕&䐸	2	膕&䐸
䐹	2	鱐&䐹	2	鱐&䐹
䐺	2	醰&䐺	2	醰&䐺
䐻	0	䐻	0	䐻
䐼	0	䐼	0	䐼
䐽	1	瞞	1	瞞
䐾	0	䐾	0	䐾
䐿	0	䐿	0	䐿
䑀	2	癖&䑀	2	癖&䑀
䑁	0	䑁	0	䑁
䑂	0	䑂	0	䑂
䑃	2	朦&䑃	2	朦&䑃
䑄	0	䑄	0	䑄
䑅	1	𦢧	1	𦢧
䑆	0	䑆	0	䑆
䑇	0	䑇	0	䑇
䑈	0	䑈	0	䑈
䑉	2	𦝠&䑉	2	𦝠&䑉
䑊	2	膇&䑊	2	膇&䑊
䑋	0	䑋	0	䑋
䑌	0	䑌	0	䑌
䑍	2	癭&䑍	2	癭&䑍
䑎	0	䑎	0	䑎
䑏	0	䑏	0	䑏
䑐	1	𥅘	1	𥅘
䑑	1	僕	1	僕
䑒	1	勁	1	勁
䑓	1	臺	1	臺
䑔	0	䑔	0	䑔
䑕	1	鼠	1	鼠
䑗	0	䑗	0	䑗
䑘	2	䑘&䴾	2	䑘&䴾
䑙	2	舑&䑙	0	䑙
䑚	1	甜	1	甜
䑛	1	舐	1	舐
䑜	0	䑜	0	䑜
䑝	1	斝	1	斝
䑞	1	舜	1	舜
䑟	1	葟	1	葟
䑠	0	䑠	0	䑠
䑡	1	艖	1	艖
䑢	1	𦨉	1	𦨉
䑣	0	䑣	0	䑣
䑤	0	䑤	0	䑤
䑥	0	䑥	0	䑥
䑦	0	䑦	0	䑦
䑧	1	䒀	1	䒀
䑨	1	舵	1	舵
䑪	1	䑥	1	䑥
䑫	0	䑫	0	䑫
䑬	0	䑬	0	䑬
䑭	1	𦨢	1	𦨢
䑯	0	䑯	0	䑯
䑰	2	䑰&䒀	1	䒀
䑱	0	䑱	0	䑱
䑲	3	棹&櫂	1	棹
䑳	0	䑳	0	䑳
䑴	0	䑴	0	䑴
䑵	1	艒	1	艒
䑶	0	䑶	0	䑶
䑹	1	艘	1	艘
䑺	1	帆	1	帆
䑻	0	䑻	0	䑻
䑼	0	䑼	0	䑼
䑽	1	𦪙	1	𦪙
䑿	0	䑿	0	䑿
䒀	0	䒀	0	䒀
䒁	2	𥱵&䒁	2	𥱵&䒁
䒂	3	𥷃&槳	1	槳
䒃	3	艁&造	1	造
䒄	0	䒄	0	䒄
䒅	0	䒅	0	䒅
䒆	0	䒆	0	䒆
䒈	2	橨&䒈	2	橨&䒈
䒉	0	䒉	0	䒉
䒊	0	䒊	0	䒊
䒋	0	䒋	0	䒋
䒌	0	䒌	0	䒌
䒍	0	䒍	0	䒍
䒎	0	䒎	0	䒎
䒏	0	䒏	0	䒏
䒐	0	䒐	0	䒐
䒒	1	芀	1	芀
䒓	0	䒓	0	䒓
䒔	1	𦳞	1	𦳞
䒕	0	䒕	0	䒕
䒖	0	䒖	0	䒖
䒗	1	芞	1	芞
䒘	3	荽&荾	1	荾
䒚	0	䒚	0	䒚
䒛	0	䒛	0	䒛
䒜	0	䒜	0	䒜
䒝	1	𦺔	1	𦺔
䒞	2	莐&䒞	2	莐&䒞
䒟	0	䒟	0	䒟
䒠	3	丰&𦵯	3	丰&𦵯
䒡	0	䒡	0	䒡
䒢	0	䒢	0	䒢
䒣	1	苒	1	苒
䒤	0	䒤	0	䒤
䒥	0	䒥	0	䒥
䒦	0	䒦	0	䒦
䒧	0	䒧	0	䒧
䒨	0	䒨	0	䒨
䒩	2	莫&䒩	0	䒩
䒪	2	䒪&𦯨	2	䒪&𦯨
䒫	0	䒫	0	䒫
䒬	1	莫	1	莫
䒭	1	等	1	等
䒮	1	煢	3	
䒰	0	䒰	0	䒰
䒱	1	蒸	1	蒸
䒲	0	䒲	0	䒲
䒳	1	朵	1	朵
䒴	0	䒴	0	䒴
䒵	0	䒵	0	䒵
䒶	2	䒶&天	1	天
䒷	0	䒷	0	䒷
䒸	0	䒸	0	䒸
䒹	1	𦸓	1	𦸓
䒺	3	縈&堇&菫	3	堇&菫
䒻	0	䒻	0	䒻
䒼	0	䒼	0	䒼
䒽	1	菵	1	菵
䒿	1	膋	3	
䓁	1	等	1	等
䓂	0	䓂	0	䓂
䓃	0	䓃	0	䓃
䓄	0	䓄	0	䓄
䓅	1	芹	1	芹
䓆	0	䓆	0	䓆
䓇	2	赫&䓇	2	赫&䓇
䓈	0	䓈	0	䓈
䓉	0	䓉	0	䓉
䓊	2	䓊&䔡	0	䓊
䓋	0	䓋	0	䓋
䓌	0	䓌	0	䓌
䓍	1	蔊	1	蔊
䓎	0	䓎	0	䓎
䓏	1	芣	1	芣
䓐	0	䓐	0	䓐
䓑	3	萍&蓱	3	萍&蓱
䓒	3	荀&蒯&𦳋	3	蒯&𦳋
䓓	2	薵&䓓	0	䓓
䓕	1	薳	3	
䓖	1	藭	3	
䓗	1	蔥	1	蔥
䓘	0	䓘	0	䓘
䓙	0	䓙	0	䓙
䓚	0	䓚	0	䓚
䓛	0	䓛	0	䓛
䓜	0	䓜	0	䓜
䓝	0	䓝	0	䓝
䓞	0	䓞	0	䓞
䓟	2	茢&䓟	2	茢&䓟
䓠	0	䓠	0	䓠
䓡	0	䓡	0	䓡
䓢	0	䓢	0	䓢
䓣	2	㒼&䓣	0	䓣
䓤	0	䓤	0	䓤
䓥	0	䓥	0	䓥
䓦	1	典	1	典
䓧	2	亟&䓧	1	亟
䓨	1	罃	3	
䓭	0	䓭	0	䓭
䓮	0	䓮	0	䓮
䓯	0	䓯	0	䓯
䓰	1	茵	1	茵
䓱	2	𦸺&䓱	2	𦸺&䓱
䓲	0	䓲	0	䓲
䓳	0	䓳	0	䓳
䓴	0	䓴	0	䓴
䓵	2	蓲&䓵	2	蓲&䓵
䓶	2	莿&藾&䓶	1	藾
䓷	1	荇	1	荇
䓸	2	葌&䓸	0	䓸
䓹	1	饐	1	饐
䓺	2	䓺&蘼	1	蘼
䓼	2	䓼&𧀔	0	䓼
䓽	0	䓽	0	䓽
䓾	0	䓾	0	䓾
䓿	1	菡	1	菡
䔀	0	䔀	0	䔀
䔁	0	䔁	0	䔁
䔂	0	䔂	0	䔂
䔃	0	䔃	0	䔃
䔄	0	䔄	0	䔄
䔅	0	䔅	0	䔅
䔆	1	薶	1	薶
䔇	0	䔇	0	䔇
䔈	0	䔈	0	䔈
䔉	2	蒜&䔉	2	蒜&䔉
䔊	0	䔊	0	䔊
䔋	1	莎	1	莎
䔌	0	䔌	0	䔌
䔍	1	篤	1	篤
䔎	0	䔎	0	䔎
䔏	2	簉&䔏	0	䔏
䔐	0	䔐	0	䔐
䔑	0	䔑	0	䔑
䔒	3	菩&蓓	3	菩&蓓
䔓	0	䔓	0	䔓
䔔	0	䔔	0	䔔
䔕	2	𦡰&䔕	2	𦡰&䔕
䔖	3	菱&蔆	1	蔆
䔗	0	䔗	0	䔗
䔘	0	䔘	0	䔘
䔙	0	䔙	0	䔙
䔚	0	䔚	0	䔚
䔛	1	檾	1	檾
䔜	1	𦶈	1	𦶈
䔝	0	䔝	0	䔝
䔞	0	䔞	0	䔞
䔟	0	䔟	0	䔟
䔠	2	梢&槊&䔠	2	梢&槊&䔠
䔡	0	䔡	0	䔡
䔢	1	華	1	華
䔣	0	䔣	0	䔣
䔤	2	葩&䔤	2	葩&䔤
䔥	1	蕭	1	蕭
䔧	1	蔾	3	
䔨	1	蕹	3	
䔩	3	蔌&蓛	1	蔌
䔪	0	䔪	0	䔪
䔫	1	蔬	1	蔬
䔬	2	冀&䔬	2	冀&䔬
䔭	0	䔭	0	䔭
䔮	0	䔮	0	䔮
䔯	0	䔯	0	䔯
䔰	1	葍	1	葍
䔱	0	䔱	0	䔱
䔲	0	䔲	0	䔲
䔳	0	䔳	0	䔳
䔴	0	䔴	0	䔴
䔵	1	葌	1	葌
䔶	0	䔶	0	䔶
䔷	0	䔷	0	䔷
䔸	0	䔸	0	䔸
䔹	0	䔹	0	䔹
䔺	0	䔺	0	䔺
䔻	0	䔻	0	䔻
䔼	0	䔼	0	䔼
䔽	2	靄&䔽	2	靄&䔽
䔾	2	藒&䔾	2	藒&䔾
䔿	0	䔿	0	䔿
䕀	0	䕀	0	䕀
䕁	0	䕁	0	䕁
䕃	1	蔭	1	蔭
䕄	1	𧗆	1	𧗆
䕅	0	䕅	0	䕅
䕆	0	䕆	0	䕆
䕇	0	䕇	0	䕇
䕈	0	䕈	0	䕈
䕉	0	䕉	0	䕉
䕊	0	䕊	0	䕊
䕋	0	䕋	0	䕋
䕌	1	稚	1	稚
䕍	0	䕍	0	䕍
䕎	2	䕎&𦿁	2	䕎&𦿁
䕏	1	莪	1	莪
䕑	1	葰	1	葰
䕒	0	䕒	0	䕒
䕓	0	䕓	0	䕓
䕔	0	䕔	0	䕔
䕕	2	䕕&蔓	1	蔓
䕖	1	蓀	1	蓀
䕗	0	䕗	0	䕗
䕘	1	苓	1	苓
䕙	0	䕙	0	䕙
䕚	1	蕢	1	蕢
䕛	0	䕛	0	䕛
䕜	1	翠	3	
䕝	2	䕝&蕂	1	蕂
䕞	2	莨&䕞	2	莨&䕞
䕟	0	䕟	0	䕟
䕠	1	䉬	1	䉬
䕡	0	䕡	0	䕡
䕢	0	䕢	0	䕢
䕤	2	䕤&蘄	1	蘄
䕥	1	苨	1	苨
䕦	0	䕦	0	䕦
䕧	2	茭&䕧	2	茭&䕧
䕨	1	藤	1	藤
䕩	0	䕩	0	䕩
䕪	0	䕪	0	䕪
䕫	1	夔	1	夔
䕬	1	薑	1	薑
䕭	0	䕭	0	䕭
䕮	2	䕮&菊	1	菊
䕯	1	薸	1	薸
䕰	0	䕰	0	䕰
䕱	0	䕱	0	䕱
䕲	1	𦾰	1	𦾰
䕳	0	䕳	0	䕳
䕴	1	𧂒	1	𧂒
䕵	0	䕵	0	䕵
䕶	1	護	3	
䕷	0	䕷	3	
䕸	2	秸&䕸	0	䕸
䕹	3	𥷩&蓵	1	蓵
䕺	1	藂	1	藂
䕻	0	䕻	0	䕻
䕼	2	然&䕼	0	䕼
䕽	0	䕽	0	䕽
䕾	2	荶&䕾	2	荶&䕾
䕿	0	䕿	0	䕿
䖀	1	虈	1	虈
䖁	0	䖁	0	䖁
䖂	0	䖂	0	䖂
䖃	0	䖃	0	䖃
䖄	1	䕼	3	
䖅	2	䖅&蘦	1	蘦
䖆	0	䖆	0	䖆
䖇	2	䖇&𩰪	0	䖇
䖈	1	虐	1	虐
䖉	2	𧆜&虖&䖉	2	虖&䖉
䖊	0	䖊	0	䖊
䖋	1	虐	1	虐
䖌	2	䖌&䖊&𧆦	2	䖌&䖊&𧆦
䖍	1	虔	1	虔
䖎	1	罅	1	罅
䖏	1	處	1	處
䖐	0	䖐	0	䖐
䖑	0	䖑	0	䖑
䖒	0	䖒	0	䖒
䖓	0	䖓	0	䖓
䖔	0	䖔	0	䖔
䖕	2	䖕&虘	1	虘
䖖	1	𧆥	1	𧆥
䖗	0	䖗	0	䖗
䖘	2	菟&䖘	0	䖘
䖙	0	䖙	0	䖙
䖚	0	䖚	0	䖚
䖛	0	䖛	0	䖛
䖜	0	䖜	0	䖜
䖝	1	蟲	3	
䖞	0	䖞	0	䖞
䖟	1	虻	1	虻
䖠	3	蚖&螈	1	蚖
䖡	0	䖡	0	䖡
䖢	0	䖢	0	䖢
䖣	1	蚤	1	蚤
䖤	1	蜿	1	蜿
䖥	1	蟊	1	蟊
䖦	0	䖦	0	䖦
䖧	2	蜇&䖧	2	蜇&䖧
䖨	0	䖨	0	䖨
䖩	0	䖩	0	䖩
䖪	2	䖪&𪕊	2	䖪&𪕊
䖫	1	蚌	3	
䖭	0	䖭	0	䖭
䖮	2	䖮&蠁	1	蠁
䖯	2	奎&蛙&䖯	2	奎&蛙&䖯
䖰	0	䖰	0	䖰
䖱	0	䖱	0	䖱
䖲	0	䖲	0	䖲
䖳	2	虴&䖳	2	虴&䖳
䖴	2	珧&䖴	2	珧&䖴
䖵	0	䖵	0	䖵
䖶	0	䖶	0	䖶
䖷	0	䖷	0	䖷
䖸	3	𧒎&蛾	1	蛾
䖹	3	蛘&蝆	1	蛘
䖺	0	䖺	0	䖺
䖻	2	䖻&蝣	2	䖻&蝣
䖼	1	𧍕	3	
䖽	1	蜊	3	
䖿	2	蜊&䖿	1	蜊
䗀	2	蟶&䗀	2	蟶&䗀
䗁	0	䗁	0	䗁
䗂	0	䗂	0	䗂
䗃	0	䗃	0	䗃
䗄	0	䗄	0	䗄
䗅	0	䗅	0	䗅
䗆	0	䗆	0	䗆
䗇	0	䗇	0	䗇
䗈	3	蝱&虻	1	虻
䗉	0	䗉	0	䗉
䗊	1	舕	1	舕
䗋	2	䗋&蛑	1	蛑
䗌	0	䗌	0	䗌
䗍	1	蠡	1	蠡
䗎	0	䗎	0	䗎
䗏	1	螋	1	螋
䗐	0	䗐	0	䗐
䗑	1	𧐔	1	𧐔
䗒	0	䗒	0	䗒
䗓	1	蟌	1	蟌
䗔	0	䗔	0	䗔
䗕	1	蜿	1	蜿
䗖	1	螮	3	
䗗	0	䗗	0	䗗
䗘	0	䗘	0	䗘
䗙	1	𧑚	1	𧑚
䗚	0	䗚	0	䗚
䗛	0	䗛	0	䗛
䗜	2	䖻&䗜	2	䖻&䗜
䗝	1	蠶	1	蠶
䗞	1	蠶	1	蠶
䗟	2	蠮&䗟	2	蠮&䗟
䗠	0	䗠	0	䗠
䗡	0	䗡	0	䗡
䗢	1	蚤	1	蚤
䗣	2	蚶&䗣	2	蚶&䗣
䗤	0	䗤	0	䗤
䗥	0	䗥	0	䗥
䗦	1	蜂	1	蜂
䗧	0	䗧	0	䗧
䗨	0	䗨	0	䗨
䗩	0	䗩	0	䗩
䗪	1	蟅	1	蟅
䗫	1	蟆	1	蟆
䗬	1	蜂	1	蜂
䗮	0	䗮	0	䗮
䗯	0	䗯	0	䗯
䗰	0	䗰	0	䗰
䗱	0	䗱	0	䗱
䗲	0	䗲	0	䗲
䗴	0	䗴	0	䗴
䗵	0	䗵	0	䗵
䗶	1	蠟	1	蠟
䗷	0	䗷	0	䗷
䗸	0	䗸	0	䗸
䗹	1	蛓	3	
䗺	2	蜑&䗺	2	蜑&䗺
䗻	1	蠞	3	
䗼	0	䗼	0	䗼
䗽	0	䗽	0	䗽
䗾	1	蜆	1	蜆
䗿	3	𧑗&𧕝	3	𧑗&𧕝
䘀	1	蛗	1	蛗
䘁	2	䘁&蠽&蠘	3	蠽&蠘
䘂	1	䘋	1	䘋
䘃	2	蟔&䘃	2	蟔&䘃
䘄	0	䘄	0	䘄
䘅	1	螚	1	螚
䘆	1	蜸	1	蜸
䘇	1	蚊	1	蚊
䘈	1	蠣	1	蠣
䘉	1	蠶	1	蠶
䘊	1	蠛	1	蠛
䘋	0	䘋	0	䘋
䘌	1	𧏾	1	𧏾
䘍	1	蠆	1	蠆
䘎	0	䘎	0	䘎
䘏	2	䘏&卹	1	卹
䘐	1	衄	1	衄
䘑	1	脈	1	脈
䘒	2	䘒&脧	1	脧
䘓	0	䘓	0	䘓
䘔	1	喀	1	喀
䘕	0	䘕	0	䘕
䘖	2	御&銜&䘖	1	銜
䘗	2	䘗&徽	2	䘗&徽
䘘	2	御&䘘	2	御&䘘
䘙	1	衛	1	衛
䘚	1	卒	1	卒
䘜	1	巾	1	巾
䘝	0	䘝	0	䘝
䘞	1	禡	3	
䘟	0	䘟	0	䘟
䘠	1	袚	3	
䘡	0	䘡	0	䘡
䘢	0	䘢	0	䘢
䘣	0	䘣	0	䘣
䘤	0	䘤	0	䘤
䘥	2	䘥&裌	2	䘥&裌
䘦	0	䘦	0	䘦
䘨	0	䘨	0	䘨
䘩	3	袨&㡄	3	袨&㡄
䘪	0	䘪	0	䘪
䘫	1	袽	1	袽
䘬	0	䘬	0	䘬
䘭	0	䘭	0	䘭
䘮	1	喪	1	喪
䘯	0	䘯	0	䘯
䘰	0	䘰	0	䘰
䘱	1	裕	1	裕
䘳	2	襟&衿&䘳	0	䘳
䘴	2	衳&幒&䘴	2	幒&䘴
䘵	0	䘵	0	䘵
䘶	2	𢃗&䘶	0	䘶
䘷	0	䘷	0	䘷
䘸	1	𧜥	1	𧜥
䘹	0	䘹	0	䘹
䘺	2	䘺&綻	1	綻
䘻	0	䘻	0	䘻
䘼	0	䘼	0	䘼
䘽	0	䘽	0	䘽
䘾	0	䘾	0	䘾
䘿	0	䘿	0	䘿
䙀	2	䙀&繃	1	繃
䙁	0	䙁	0	䙁
䙂	3	衳&幒	1	幒
䙃	0	䙃	0	䙃
䙄	0	䙄	0	䙄
䙅	0	䙅	0	䙅
䙆	0	䙆	0	䙆
䙇	2	緛&䙇	2	緛&䙇
䙈	0	䙈	0	䙈
䙉	1	䋸	1	䋸
䙊	1	㯂	3	
䙌	1	䙡	3	
䙎	0	䙎	0	䙎
䙏	0	䙏	0	䙏
䙐	1	𩱘	1	𩱘
䙑	1	縗	1	縗
䙒	0	䙒	0	䙒
䙓	1	襬	3	
䙔	0	䙔	0	䙔
䙕	0	䙕	0	䙕
䙖	2	䙖&繃	1	繃
䙗	1	褅	1	褅
䙘	0	䙘	0	䙘
䙙	0	䙙	0	䙙
䙚	3	裊&褭	1	褭
䙛	1	衮	1	衮
䙜	2	𥛝&䙜	0	䙜
䙝	3	褻&褺	1	褻
䙞	0	䙞	0	䙞
䙟	0	䙟	0	䙟
䙠	0	䙠	0	䙠
䙡	0	䙡	0	䙡
䙢	0	䙢	0	䙢
䙣	0	䙣	0	䙣
䙤	0	䙤	0	䙤
䙥	1	𧟙	1	𧟙
䙦	0	䙦	0	䙦
䙧	1	纁	1	纁
䙨	2	裹&䙨	1	裹
䙩	0	䙩	0	䙩
䙪	1	襻	1	襻
䙫	1	禩	3	
䙬	0	䙬	0	䙬
䙭	1	褰	1	褰
䙮	1	䌯	1	䌯
䙯	1	䙘	1	䙘
䙰	1	褵	1	褵
䙱	2	襡&䙱	0	䙱
䙲	0	䙲	0	䙲
䙳	2	䙳&票&熛	3	票&熛
䙴	0	䙴	3	
䙵	0	䙵	0	䙵
䙷	2	䙷&得&㝵	3	得&㝵
䙸	3	䙷&得&㝵	3	得&㝵
䙹	0	䙹	0	䙹
䙺	1	覝	1	覝
䙼	0	䙼	0	䙼
䙽	0	䙽	0	䙽
䙾	0	䙾	0	䙾
䙿	0	䙿	0	䙿
䚀	2	䚀&𧡬	0	䚀
䚁	3	䚀&𧡬	1	𧡬
䚂	2	赧&䚂	2	赧&䚂
䚃	1	𧡹	1	𧡹
䚄	0	䚄	0	䚄
䚅	0	䚅	0	䚅
䚆	0	䚆	0	䚆
䚇	0	䚇	0	䚇
䚈	0	䚈	0	䚈
䚉	0	䚉	0	䚉
䚊	0	䚊	0	䚊
䚋	0	䚋	0	䚋
䚌	2	𧢌&䚌	0	䚌
䚍	0	䚍	0	䚍
䚎	1	𧢆	1	𧢆
䚏	0	䚏	0	䚏
䚐	0	䚐	0	䚐
䚑	1	䁲	1	䁲
䚒	0	䚒	0	䚒
䚓	1	瞫	1	瞫
䚔	0	䚔	0	䚔
䚕	0	䚕	0	䚕
䚖	1	𩵀	1	𩵀
䚗	2	船&䚗	0	䚗
䚘	0	䚘	0	䚘
䚙	0	䚙	0	䚙
䚚	0	䚚	0	䚚
䚛	0	䚛	0	䚛
䚜	0	䚜	0	䚜
䚝	0	䚝	0	䚝
䚞	0	䚞	0	䚞
䚟	3	歹&䚞	3	歹&䚞
䚠	2	㮯&䚠	2	㮯&䚠
䚡	0	䚡	0	䚡
䚢	0	䚢	0	䚢
䚣	0	䚣	0	䚣
䚥	2	䚥&𧣚	1	𧣚
䚦	0	䚦	0	䚦
䚧	0	䚧	0	䚧
䚨	0	䚨	0	䚨
䚩	0	䚩	0	䚩
䚪	0	䚪	0	䚪
䚫	0	䚫	0	䚫
䚭	0	䚭	0	䚭
䚮	0	䚮	0	䚮
䚯	2	叫&討&䚯	1	討
䚰	3	訛&庀	3	訛&庀
䚱	1	信	1	信
䚲	1	訕	1	訕
䚳	0	䚳	0	䚳
䚴	0	䚴	0	䚴
䚵	0	䚵	0	䚵
䚶	0	䚶	0	䚶
䚷	2	䚷&𧫦	2	䚷&𧫦
䚸	0	䚸	0	䚸
䚹	1	庀	1	庀
䚺	2	䚺&謠	1	謠
䚻	2	謠&䚻	0	䚻
䚼	2	恧&䚼	0	䚼
䚽	2	耗&託&䚽	2	託&䚽
䚾	1	䛘	1	䛘
䚿	2	𧥸&䚿	2	𧥸&䚿
䛀	0	䛀	0	䛀
䛁	2	喃&諵&䛁	0	䛁
䛂	1	誃	1	誃
䛃	0	䛃	0	䛃
䛄	2	婉&䛄	0	䛄
䛅	0	䛅	0	䛅
䛆	2	咒&䛆	2	咒&䛆
䛇	0	䛇	0	䛇
䛈	0	䛈	0	䛈
䛉	2	䛉&詪	2	䛉&詪
䛊	2	識&䛊	2	識&䛊
䛋	0	䛋	0	䛋
䛌	2	䛌&䛬	2	䛌&䛬
䛍	0	䛍	0	䛍
䛎	0	䛎	0	䛎
䛏	0	䛏	0	䛏
䛐	1	詞	1	詞
䛑	1	謐	1	謐
䛒	2	䛒&辯	1	辯
䛓	1	監	3	
䛔	2	䛔&誽	0	䛔
䛕	1	諛	1	諛
䛖	1	詍	1	詍
䛗	0	䛗	0	䛗
䛘	0	䛘	0	䛘
䛙	0	䛙	0	䛙
䛚	0	䛚	0	䛚
䛛	2	䛛&詯	1	詯
䛜	1	訊	1	訊
䛝	0	䛝	0	䛝
䛞	0	䛞	0	䛞
䛟	1	唊	1	唊
䛠	0	䛠	0	䛠
䛡	1	話	1	話
䛢	0	䛢	0	䛢
䛣	0	䛣	0	䛣
䛤	0	䛤	0	䛤
䛥	2	唏&䛥	2	唏&䛥
䛦	1	訟	1	訟
䛧	1	謎	1	謎
䛨	2	信&䛨	0	䛨
䛩	2	啞&惡&䛩	0	䛩
䛪	0	䛪	0	䛪
䛫	0	䛫	0	䛫
䛬	2	啕&䛬	0	䛬
䛭	0	䛭	0	䛭
䛮	1	倃	1	倃
䛯	0	䛯	0	䛯
䛰	0	䛰	0	䛰
䛱	0	䛱	0	䛱
䛲	0	䛲	0	䛲
䛳	0	䛳	0	䛳
䛴	0	䛴	0	䛴
䛵	3	授&㖟	1	㖟
䛶	1	誄	1	誄
䛷	2	婉&䛷	2	婉&䛷
䛸	1	詀	1	詀
䛹	0	䛹	0	䛹
䛺	1	誡	1	誡
䛻	1	誘	1	誘
䛼	3	毀&譭	3	毀&譭
䛽	2	喢&䛽	0	䛽
䛾	0	䛾	0	䛾
䛿	0	䛿	0	䛿
䜀	1	𧩣	1	𧩣
䜁	1	謑	1	謑
䜂	0	䜂	0	䜂
䜃	2	堆&䜃	2	堆&䜃
䜄	1	謘	1	謘
䜅	0	䜅	0	䜅
䜆	2	讘&䜆	2	讘&䜆
䜇	0	䜇	0	䜇
䜈	2	勦&𦗔&䜈	0	䜈
䜉	0	䜉	0	䜉
䜊	1	嘈	1	嘈
䜋	0	䜋	0	䜋
䜌	0	䜌	0	䜌
䜍	0	䜍	0	䜍
䜎	0	䜎	0	䜎
䜏	0	䜏	0	䜏
䜐	1	䜏	1	䜏
䜑	2	惡&䛩&䜑	2	惡&䛩&䜑
䜒	0	䜒	0	䜒
䜓	2	諜&䜓	2	諜&䜓
䜔	1	䜏	1	䜏
䜕	2	噧&䜕	0	䜕
䜖	1	譚	1	譚
䜗	0	䜗	0	䜗
䜘	1	警	1	警
䜙	2	儑&䜙	2	儑&䜙
䜚	2	誻&䜚	0	䜚
䜛	1	讒	1	讒
䜜	0	䜜	0	䜜
䜝	0	䜝	0	䜝
䜞	2	劑&䜞	0	䜞
䜟	1	讖	1	讖
䜠	1	𡂒	1	𡂒
䜡	0	䜡	0	䜡
䜢	0	䜢	0	䜢
䜣	1	訢	1	訢
䜤	1	鿁	3	
䜥	1	誕	3	
䜧	1	𧩣	3	
䜩	1	讌	1	讌
䜪	0	䜪	0	䜪
䜫	2	谼&䜫	2	谼&䜫
䜬	1	岫	1	岫
䜭	2	濬&睿&䜭	2	濬&睿&䜭
䜮	0	䜮	0	䜮
䜯	0	䜯	0	䜯
䜰	0	䜰	0	䜰
䜱	0	䜱	0	䜱
䜲	0	䜲	0	䜲
䜴	0	䜴	0	䜴
䜵	1	豉	1	豉
䜶	0	䜶	0	䜶
䜷	0	䜷	0	䜷
䜸	0	䜸	0	䜸
䜹	1	酥	1	酥
䜺	0	䜺	0	䜺
䜻	1	豉	1	豉
䜼	0	䜼	0	䜼
䜽	0	䜽	0	䜽
䜾	0	䜾	0	䜾
䜿	1	豎	1	豎
䝀	0	䝀	0	䝀
䝁	0	䝁	0	䝁
䝂	1	豎	1	豎
䝃	0	䝃	0	䝃
䝄	0	䝄	0	䝄
䝅	2	䖶&䝅	2	䖶&䝅
䝆	2	𢑢&䝆	1	𢑢
䝇	1	豗	1	豗
䝈	1	豟	1	豟
䝉	3	蒙&懞	1	蒙
䝊	3	𤟃&𧲌	1	𧲌
䝋	0	䝋	0	䝋
䝌	1	𧱝	1	𧱝
䝍	0	䝍	0	䝍
䝎	1	貒	1	貒
䝏	0	䝏	0	䝏
䝐	0	䝐	0	䝐
䝑	0	䝑	0	䝑
䝒	0	䝒	0	䝒
䝓	1	鬣	1	鬣
䝔	3	貛&獾	1	獾
䝕	0	䝕	0	䝕
䝖	0	䝖	0	䝖
䝗	2	䝗&貅	1	貅
䝘	1	毅	1	毅
䝙	1	貙	3	
䝚	0	䝚	0	䝚
䝜	1	狻	1	狻
䝝	1	猗	1	猗
䝞	0	䝞	0	䝞
䝟	2	猰&䝟	0	䝟
䝠	3	獂&豲	1	獂
䝡	1	獌	1	獌
䝢	2	䝢&獌	1	獌
